dateff,mktrf,rf,tbl,ntis,infl,svar,dfy
19630131,0.0493,0.0025,0.0291,0.017136796,0,0.000699764,0.0070
19630228,-0.0238,0.0023,0.0292,0.013237325,0,0.000392124,0.0070
19630329,0.0308,0.0023,0.0289,0.014380015,0.003289474,0.000359924,0.0069
19630430,0.0451,0.0025,0.029,0.015199164,0,0.000322164,0.0066
19630531,0.0176,0.0024,0.0293,0.014648774,0,0.000303663,0.0063
19630628,-0.02,0.0023,0.0299,0.018263397,0.003278689,0.000261092,0.0061
19630731,-0.0039,0.0027,0.0318,0.009319109,0.003267974,0.000529791,0.0058
19630830,0.0507,0.0025,0.0332,0.009520366,0,0.000326916,0.0054
19630930,-0.0157,0.0027,0.0338,0.010313427,0,0.000329888,0.0053
19631031,0.0253,0.0029,0.0345,0.010279999,0.003257329,0.000503543,0.0051
19631129,-0.0085,0.0027,0.0352,0.006012398,0,0.00311016,0.0051
19631231,0.0183,0.0029,0.0352,0.00895399,0.003246753,0.00027358,0.0050
19640131,0.0224,0.003,0.0352,0.014293247,0,0.000183339,0.0044
19640228,0.0154,0.0026,0.0353,0.017407722,0,7.17008E-05,0.0047
19640331,0.0141,0.0031,0.0354,0.017783603,0,0.000114717,0.0045
19640430,0.001,0.0029,0.0347,0.020768417,0,0.000254751,0.0045
19640528,0.0142,0.0026,0.0348,0.021180072,0,0.000225772,0.0044
19640630,0.0127,0.003,0.0348,0.020503911,0.003236246,0.000397862,0.0044
19640731,0.0174,0.003,0.0346,0.02131387,0.003225807,0.000198899,0.0043
19640831,-0.0144,0.0028,0.035,0.020697976,-0.003215434,0.000425926,0.0041
19640930,0.0269,0.0028,0.0353,0.020404488,0.003225807,0.000170494,0.0040
19641030,0.0059,0.0029,0.0357,0.020116688,0,0.000187051,0.0039
19641130,0,0.0029,0.0364,0.019168163,0.003215434,0.000212882,0.0038
19641231,0.0003,0.0031,0.0384,0.023096655,0,0.000351216,0.0037
19650129,0.0354,0.0028,0.0381,0.01790518,0,0.000165822,0.0037
19650226,0.0044,0.003,0.0393,0.01482461,0,0.000393197,0.0037
19650331,-0.0134,0.0036,0.0393,0.01913505,0.003205128,0.000144621,0.0036
19650430,0.0311,0.0031,0.0393,0.014722856,0.003194888,0.000162754,0.0037
19650528,-0.0077,0.0031,0.0389,0.016244854,0,0.000333771,0.0037
19650630,-0.0551,0.0035,0.038,0.017550975,0.006369427,0.001829379,0.0039
19650730,0.0143,0.0031,0.0384,0.015627032,0,0.000521857,0.0040
19650831,0.0273,0.0033,0.0384,0.015600946,0,0.000107532,0.0039
19650930,0.0286,0.0031,0.0392,0.016895102,0,0.000299084,0.0039
19651029,0.026,0.0031,0.0403,0.01746461,0.003164557,0.000188383,0.0037
19651130,-0.0003,0.0035,0.0409,0.020763028,0,0.000141427,0.0035
19651231,0.0101,0.0033,0.0438,0.020837244,0.003154574,0.000301365,0.0034
19660131,0.0072,0.0038,0.0459,0.020277991,0,0.000151802,0.0032
19660228,-0.0121,0.0035,0.0465,0.020025381,0.006289308,0.000337065,0.0034
19660331,-0.0251,0.0038,0.0459,0.0167877,0.003125,0.000931034,0.0040
19660429,0.0214,0.0034,0.0462,0.015636289,0.00623053,0.000351263,0.0045
19660531,-0.0566,0.0041,0.0464,0.0159454,0,0.001935492,0.0050
19660630,-0.0144,0.0038,0.045,0.017122533,0.003095975,0.000501212,0.0051
19660729,-0.0163,0.0035,0.048,0.01864087,0.00308642,0.001013784,0.0052
19660831,-0.0791,0.0041,0.0496,0.021469746,0.006153846,0.003165256,0.0052
19660930,-0.0106,0.004,0.0537,0.016984555,0,0.001600328,0.0060
19661031,0.0386,0.0045,0.0535,0.015184258,0.006116208,0.002546772,0.0069
19661130,0.014,0.004,0.0532,0.017550473,0,0.000774402,0.0078
19661230,0.0013,0.004,0.0496,0.017209127,0,0.00062696,0.0079
19670131,0.0815,0.0043,0.0472,0.01569918,0,0.000733477,0.0077
19670228,0.0078,0.0036,0.0456,0.017702797,0,0.0004124,0.0079
19670331,0.0399,0.0039,0.0426,0.014923247,0.003039514,0.000501141,0.0072
19670428,0.0389,0.0032,0.0384,0.015047418,0.003030303,0.000837117,0.0072
19670531,-0.0433,0.0033,0.036,0.011465697,0.003021148,0.000890352,0.0072
19670630,0.0241,0.0027,0.0354,0.010154688,0.003012048,0.001070719,0.0071
19670731,0.0458,0.0031,0.0421,0.006688842,0.003003003,0.000218442,0.0068
19670831,-0.0089,0.0031,0.0427,0.00584294,0.002994012,0.00029662,0.0071
19670929,0.0311,0.0032,0.0442,0.005601495,0.002985075,0.000358545,0.0075
19671031,-0.0309,0.0039,0.0456,0.003717065,0.002976191,0.000444914,0.0070
19671130,0.0037,0.0036,0.0473,0.002774906,0.002967359,0.00095478,0.0065
19671229,0.0305,0.0033,0.0497,0.014362334,0.00295858,0.000270886,0.0074
19680131,-0.0406,0.004,0.05,0.012855354,0.005899705,0.000483346,0.0067
19680229,-0.0375,0.0039,0.0498,0.010452137,0.002932551,0.00082043,0.0070
19680329,0.002,0.0038,0.0517,0.012678441,0.002923977,0.001395506,0.0074
19680430,0.0905,0.0043,0.0538,0.008141894,0.002915452,0.001607559,0.0076
19680531,0.0228,0.0045,0.0566,0.010648723,0.002906977,0.000386513,0.0076
19680628,0.0069,0.0043,0.0552,0.0120919,0.005797101,0.000499481,0.0079
19680730,-0.0272,0.0048,0.0531,0.013887336,0.005763689,0.00075662,0.0074
19680830,0.0134,0.0042,0.0509,0.018036658,0.00286533,0.000316402,0.0080
19680930,0.0403,0.0043,0.0519,0.018288513,0.002857143,0.000268231,0.0082
19681031,0.0042,0.0044,0.0535,0.019411454,0.005698006,0.000268413,0.0075
19681129,0.0543,0.0042,0.0545,0.02118963,0.002832861,0.000262966,0.0082
19681231,-0.0394,0.0043,0.0596,0.031962931,0.002824859,0.000333982,0.0078
19690131,-0.0125,0.0053,0.0614,0.03652571,0.002816901,0.000606787,0.0073
19690228,-0.0584,0.0046,0.0612,0.041318191,0.005617978,0.000595574,0.0064
19690328,0.0264,0.0046,0.0602,0.039508636,0.008379888,0.000541617,0.0066
19690430,0.0146,0.0053,0.0611,0.044291481,0.005540166,0.000550428,0.0065
19690529,-0.001,0.0048,0.0604,0.044005771,0.002754821,0.000426897,0.0073
19690630,-0.0718,0.0051,0.0644,0.045153231,0.005494506,0.00075224,0.0072
19690731,-0.07,0.0053,0.07,0.051160703,0.005464481,0.0023057,0.0076
19690829,0.0468,0.005,0.0698,0.046915177,0.005434783,0.000918221,0.0089
19690930,-0.0298,0.0062,0.0709,0.048391252,0.002702703,0.000891555,0.0091
19691031,0.0506,0.006,0.07,0.048630407,0.005390836,0.000753723,0.0089
19691128,-0.0379,0.0052,0.0724,0.047903835,0.00536193,0.000509125,0.0090
19691231,-0.0263,0.0064,0.0782,0.034273853,0.005333333,0.001163582,0.0093
19700130,-0.081,0.006,0.0787,0.034473051,0.00265252,0.00106709,0.0095
19700227,0.0513,0.0062,0.0713,0.035855171,0.005291005,0.001058714,0.0085
19700331,-0.0106,0.0057,0.0663,0.035841598,0.005263158,0.000963563,0.0079
19700430,-0.11,0.005,0.0651,0.03571227,0.007853403,0.00161469,0.0087
19700529,-0.0692,0.0053,0.0684,0.038661496,0.002597403,0.008151871,0.0087
19700630,-0.0579,0.0058,0.0668,0.042299445,0.005181347,0.002651909,0.0077
19700731,0.0693,0.0052,0.0645,0.043082634,0.005154639,0.002126499,0.0096
19700831,0.0449,0.0053,0.0641,0.038737635,0,0.001887124,0.0131
19700930,0.0418,0.0054,0.0612,0.037950316,0.005128205,0.001057986,0.0130
19701030,-0.0228,0.0046,0.0591,0.036970147,0.005102041,0.001043412,0.0130
19701130,0.0459,0.0046,0.0528,0.035232875,0.005076142,0.000885428,0.0133
19701231,0.0572,0.0042,0.0487,0.031468804,0.005050505,0.000535191,0.0148
19710129,0.0484,0.0038,0.0444,0.030600508,0,0.000541037,0.0138
19710226,0.0141,0.0033,0.037,0.025808227,0.002512563,0.000451438,0.0131
19710331,0.0413,0.003,0.0338,0.026406013,0.002506266,0.000492715,0.0125
19710430,0.0315,0.0028,0.0386,0.026563597,0.0025,0.000307568,0.0120
19710528,-0.0398,0.0029,0.0414,0.029729296,0.004987531,0.000539272,0.0109
19710630,-0.001,0.0037,0.0475,0.027279666,0.007444169,0.000924559,0.0111
19710730,-0.045,0.004,0.054,0.025797087,0.002463054,0.000518436,0.0112
19710831,0.0379,0.0047,0.0494,0.026782713,0.002457003,0.002451185,0.0117
19710930,-0.0085,0.0037,0.0469,0.02793549,0,0.000524264,0.0115
19711029,-0.0442,0.0037,0.0446,0.029244379,0.00245098,0.000661946,0.0109
19711130,-0.0046,0.0037,0.0422,0.029452732,0,0.001866276,0.0112
19711231,0.0871,0.0037,0.0401,0.034023802,0.004889976,0.001183026,0.0113
19720131,0.0249,0.0029,0.0338,0.033075799,0,0.00049422,0.0104
19720229,0.0287,0.0025,0.032,0.033030334,0.00486618,0.000284376,0.0096
19720330,0.0063,0.0027,0.0373,0.031722871,0.002421308,0.000545087,0.0100
19720428,0.0029,0.0029,0.0371,0.03249152,0.002415459,0.000383409,0.0094
19720531,0.0125,0.003,0.0369,0.030657019,0.002409639,0.000769029,0.0093
19720630,-0.0243,0.0029,0.0391,0.03419894,0.002403846,0.000365358,0.0097
19720731,-0.008,0.0031,0.0398,0.033324919,0.004796163,0.000595479,0.0102
19720831,0.0326,0.0029,0.0402,0.031848128,0.002386635,0.000594997,0.0100
19720929,-0.0114,0.0034,0.0466,0.032869155,0.002380952,0.000465713,0.0087
19721031,0.0052,0.004,0.0474,0.0323536,0.004750594,0.000858267,0.0085
19721130,0.046,0.0037,0.0478,0.030952275,0.002364066,0.00048846,0.0087
19721229,0.0062,0.0037,0.0507,0.034203267,0.002358491,0.000517178,0.0085
19730131,-0.0329,0.0044,0.0541,0.035646385,0.002352941,0.000515628,0.0075
19730228,-0.0485,0.0041,0.056,0.036299621,0.007042254,0.001264572,0.0075
19730330,-0.013,0.0046,0.0609,0.03670618,0.009324009,0.001557543,0.0074
19730430,-0.0568,0.0052,0.0626,0.037832949,0.006928407,0.001517541,0.0083
19730531,-0.0294,0.0051,0.0636,0.039601213,0.006880734,0.003077462,0.0077
19730629,-0.0156,0.0051,0.0719,0.039012956,0.006833713,0.002164598,0.0076
19730731,0.0505,0.0064,0.0801,0.037349723,0.002262443,0.001868018,0.0079
19730831,-0.0382,0.007,0.0867,0.037389178,0.018058691,0.001095856,0.0085
19730928,0.0475,0.0068,0.0829,0.034361667,0.002217295,0.000934547,0.0100
19731031,-0.0083,0.0065,0.0722,0.034659964,0.008849558,0.001344717,0.0081
19731130,-0.1275,0.0056,0.0783,0.038735885,0.006578947,0.004369728,0.0075
19731231,0.0061,0.0064,0.0745,0.013007591,0.006535948,0.005358381,0.0080
19740131,-0.0017,0.0063,0.0777,0.011627638,0.008658009,0.003409512,0.0065
19740228,-0.0047,0.0058,0.0712,0.01091889,0.012875537,0.001878014,0.0068
19740329,-0.0281,0.0056,0.0796,0.010400726,0.012711864,0.001693666,0.0061
19740430,-0.0529,0.0075,0.0833,0.009658192,0.0041841,0.001729145,0.0062
19740531,-0.0468,0.0075,0.0823,0.009247794,0.0125,0.002098706,0.0068
19740628,-0.0283,0.006,0.079,0.008028818,0.008230453,0.002300341,0.0080
19740731,-0.0805,0.007,0.0755,0.006839871,0.008163265,0.004917534,0.0076
19740830,-0.0935,0.006,0.0896,0.00655581,0.012145749,0.004791049,0.0077
19740930,-0.1177,0.0081,0.0806,0.005137958,0.012,0.007811715,0.0094
19741031,0.161,0.0051,0.0746,0.003639726,0.009881423,0.010084954,0.0121
19741129,-0.0451,0.0054,0.0747,0.007815393,0.007827789,0.003513839,0.0171
19741231,-0.0345,0.007,0.0715,0.008772527,0.00776699,0.003814438,0.0174
19750131,0.1366,0.0058,0.0626,0.008510502,0.003853565,0.004017213,0.0198
19750228,0.0556,0.0043,0.055,0.011652915,0.007677543,0.00217907,0.0203
19750331,0.0266,0.0041,0.0549,0.02046755,0.003809524,0.002402643,0.0181
19750430,0.0423,0.0044,0.0561,0.022495892,0.003795066,0.002313727,0.0163
19750530,0.0519,0.0044,0.0523,0.022954138,0.005671078,0.001807184,0.0179
19750630,0.0483,0.0041,0.0534,0.022962027,0.007518797,0.001353355,0.0185
19750731,-0.0659,0.0048,0.0613,0.025628282,0.01119403,0.001244415,0.0171
19750829,-0.0285,0.0048,0.0644,0.026366203,0.001845019,0.002343157,0.0164
19750930,-0.0426,0.0053,0.0642,0.027919173,0.005524862,0.002304587,0.0166
19751031,0.0531,0.0056,0.0596,0.02589755,0.005494506,0.00215464,0.0176
19751128,0.0264,0.0041,0.0548,0.02462177,0.007285975,0.000812701,0.0178
19751231,-0.016,0.0048,0.0544,0.023710554,0.003616637,0.001330808,0.0177
19760130,0.1216,0.0047,0.0487,0.021851517,0.001801802,0.001978298,0.0181
19760227,0.0032,0.0034,0.0488,0.02223262,0.003597122,0.001221425,0.0169
19760331,0.0232,0.004,0.05,0.015071794,0.001792115,0.001265717,0.0160
19760430,-0.0149,0.0042,0.0486,0.014240492,0.003577818,0.00100713,0.0154
19760528,-0.0134,0.0037,0.052,0.014148695,0.007130125,0.000936506,0.0128
19760630,0.0405,0.0043,0.0541,0.018925153,0.005309735,0.0009716,0.0127
19760730,-0.0107,0.0047,0.0523,0.018842076,0.00528169,0.00048717,0.0126
19760831,-0.0056,0.0042,0.0514,0.020628812,0.005253941,0.000744545,0.0119
19760930,0.0207,0.0044,0.0508,0.023782231,0.003484321,0.000890683,0.0102
19761029,-0.0242,0.0041,0.0492,0.025568995,0.005208333,0.001270002,0.0097
19761130,0.0036,0.004,0.0475,0.027895067,0.001727116,0.001117929,0.0098
19761231,0.0565,0.004,0.0435,0.028567074,0.003448276,0.000576229,0.0114
19770131,-0.0405,0.0036,0.0462,0.029600479,0.005154639,0.00069564,0.0112
19770228,-0.0194,0.0035,0.0467,0.027970943,0.01025641,0.000334679,0.0108
19770331,-0.0137,0.0038,0.046,0.030339023,0.00676819,0.000665746,0.0102
19770429,0.0015,0.0038,0.0454,0.03114102,0.008403361,0.000984869,0.0103
19770531,-0.0145,0.0037,0.0496,0.035317181,0.005,0.000634799,0.0096
19770630,0.0471,0.004,0.0502,0.031942968,0.006633499,0.000563354,0.0096
19770729,-0.0169,0.0042,0.0519,0.033184265,0.004942339,0.000594692,0.0093
19770831,-0.0175,0.0044,0.0549,0.03375339,0.003278689,0.000582452,0.0084
19770930,-0.0027,0.0043,0.0581,0.032370163,0.003267974,0.000463184,0.0088
19771031,-0.0438,0.0049,0.0616,0.03277732,0.003257329,0.000726166,0.0085
19771130,0.04,0.005,0.061,0.029219279,0.00487013,0.001387517,0.0087
19771230,0.0027,0.0049,0.0607,0.030477509,0.003231018,0.000626626,0.0080
19780131,-0.0601,0.0049,0.0644,0.028815903,0.006441224,0.000908056,0.0076
19780228,-0.0138,0.0046,0.0645,0.031170596,0.0064,0.000669887,0.0073
19780331,0.0285,0.0053,0.0629,0.027571178,0.007949126,0.000622855,0.0075
19780428,0.0788,0.0054,0.0629,0.022947412,0.007886435,0.001741161,0.0076
19780531,0.0176,0.0051,0.0641,0.016560719,0.009389671,0.001085059,0.0080
19780630,-0.0169,0.0054,0.0673,0.016524095,0.010852713,0.001027411,0.0084
19780731,0.0511,0.0056,0.0701,0.014671944,0.007668712,0.00084993,0.0072
19780831,0.0375,0.0056,0.0708,0.012025347,0.00456621,0.001002245,0.0079
19780929,-0.0143,0.0062,0.0785,0.012727143,0.007575758,0.000948016,0.0073
19781031,-0.1191,0.0068,0.0799,0.014377004,0.009022556,0.002100022,0.0070
19781130,0.0271,0.007,0.0864,0.014115014,0.004470939,0.003180904,0.0080
19781229,0.0088,0.0078,0.0908,0.014875826,0.004451039,0.001665671,0.0078
19790131,0.0423,0.0077,0.0935,0.014450994,0.008862629,0.001001125,0.0088
19790228,-0.0356,0.0073,0.0932,0.012293422,0.011713031,0.000814059,0.0082
19790330,0.0568,0.0081,0.0948,0.011732195,0.010130246,0.000800771,0.0089
19790430,-0.0006,0.008,0.0946,0.011631279,0.011461318,0.000646829,0.0095
19790531,-0.0221,0.0082,0.0961,0.014245848,0.012747875,0.000924233,0.0097
19790629,0.0385,0.0081,0.0906,0.01212873,0.011188811,0.000571458,0.0109
19790731,0.0082,0.0077,0.0924,0.009738042,0.011065007,0.000707685,0.0109
19790831,0.0553,0.0077,0.0952,0.011604751,0.009575923,0.000506456,0.0112
19790928,-0.0082,0.0083,0.1026,0.009439189,0.010840108,0.001233085,0.0110
19791031,-0.081,0.0087,0.117,0.010247461,0.008042895,0.00258934,0.0127
19791130,0.0521,0.0099,0.1179,0.010814534,0.009308511,0.001558374,0.0123
19791231,0.0179,0.0095,0.1204,0.010549114,0.010540185,0.000469655,0.0132
19800131,0.0551,0.008,0.12,0.011297574,0.014341591,0.001906401,0.0133
19800229,-0.0122,0.0089,0.1286,0.010827221,0.014138818,0.001897609,0.0119
19800331,-0.129,0.0121,0.152,0.011876991,0.015209126,0.004621872,0.0149
19800430,0.0397,0.0126,0.132,0.015347136,0.011235955,0.002745574,0.0215
19800530,0.0526,0.0081,0.0858,0.015051482,0.009876543,0.001509752,0.0218
19800630,0.0306,0.0061,0.0707,0.01530442,0.011002445,0.001371067,0.0213
19800731,0.0649,0.0053,0.0806,0.02015374,0,0.001362829,0.0158
19800829,0.018,0.0064,0.0913,0.019950114,0.007255139,0.001708132,0.0151
19800930,0.0219,0.0075,0.1027,0.023796324,0.008403361,0.002657407,0.0168
19801031,0.0106,0.0095,0.1162,0.02276963,0.00952381,0.002190636,0.0192
19801128,0.0959,0.0096,0.1373,0.021949572,0.008254717,0.002419092,0.0167
19801231,-0.0452,0.0131,0.1549,0.026816981,0.009356725,0.002951487,0.0193
19810130,-0.0504,0.0104,0.1502,0.028695632,0.00811124,0.00159744,0.0222
19810227,0.0057,0.0107,0.1479,0.03000946,0.010344828,0.001530896,0.0202
19810331,0.0356,0.0121,0.1336,0.027939971,0.006825939,0.002075959,0.0201
19810430,-0.0211,0.0108,0.1369,0.027352309,0.006779661,0.000832009,0.0168
19810529,0.0011,0.0115,0.163,0.028844657,0.007856341,0.000921693,0.0163
19810630,-0.0236,0.0135,0.1473,0.027893345,0.008908686,0.000995536,0.0205
19810731,-0.0154,0.0124,0.1495,0.025590161,0.011037528,0.001102994,0.0179
19810831,-0.0704,0.0128,0.1551,0.026991349,0.007641921,0.001824936,0.0145
19810930,-0.0717,0.0124,0.147,0.021483492,0.009750813,0.002761243,0.0143
19811030,0.0492,0.0121,0.1354,0.01489698,0.002145923,0.00207827,0.0171
